Applicant_Income,Coapplicant_Income,Marital_Status,Loan_Amount,Property_Area,Education_Level,Gender,Loan_Approved,Credit_History
,6602.0,,14973.0,Urban,Graduate,Female,N,1.0
13246.0,2349.0,No,18769.0,Semiurban,Graduate,Male,N,0.0
14790.0,5699.0,No,18326.0,Rural,Graduate,Female,N,0.0
5687.0,1241.0,,37048.0,Rural,Graduate,Male,N,0.0
6018.0,1125.0,Yes,3786.0,Rural,Not Graduate,Female,N,0.0
13302.0,9382.0,Yes,36001.0,Semiurban,Not Graduate,Male,N,0.0
3970.0,6764.0,Yes,2620.0,Rural,Graduate,Female,N,1.0
10389.0,5101.0,Yes,37303.0,Urban,Graduate,Male,N,0.0
19586.0,7843.0,Yes,20589.0,Urban,Graduate,Female,Y,1.0
17374.0,72.0,Yes,3882.0,Rural,Graduate,Male,N,0.0
7788.0,5472.0,No,25524.0,Rural,Graduate,Female,Y,1.0
7408.0,,Yes,10745.0,Rural,Graduate,,Y,0.0
11446.0,2472.0,No,37665.0,Semiurban,Graduate,Female,Y,0.0
2922.0,707.0,Yes,16861.0,,Not Graduate,Female,N,0.0
2419.0,1804.0,Yes,27171.0,Urban,Not Graduate,Male,N,1.0
12789.0,6704.0,Yes,27199.0,Urban,Not Graduate,Female,Y,1.0
3120.0,3713.0,Yes,3837.0,Urban,Graduate,Male,Y,1.0
13260.0,5051.0,Yes,9599.0,Rural,Graduate,Female,N,0.0
19334.0,2475.0,,16911.0,Urban,Graduate,Female,N,1.0
4336.0,3610.0,No,21553.0,Urban,Not Graduate,Male,N,0.0
7373.0,4255.0,Yes,24813.0,Urban,Graduate,Female,Y,1.0
4243.0,7397.0,Yes,39255.0,Urban,Graduate,Male,N,1.0
6612.0,,No,30520.0,Urban,Graduate,Male,N,1.0
15946.0,9777.0,Yes,,Urban,Graduate,Female,N,0.0
13104.0,8258.0,Yes,1236.0,Rural,Graduate,Female,N,0.0
15429.0,7979.0,Yes,28350.0,Urban,Graduate,Male,N,0.0
8371.0,2428.0,No,12549.0,Urban,Graduate,Male,Y,1.0
8359.0,7426.0,No,28453.0,Semiurban,,Female,N,0.0
9863.0,8533.0,Yes,36191.0,Semiurban,Graduate,Male,N,0.0
5228.0,5249.0,No,13906.0,Urban,Graduate,Female,Y,0.0
16382.0,5291.0,No,15988.0,Urban,Not Graduate,Female,N,1.0
,2817.0,Yes,28723.0,Rural,Graduate,Male,N,0.0
5756.0,9424.0,Yes,34800.0,Urban,Graduate,Male,N,1.0
17770.0,3874.0,Yes,28430.0,Urban,Graduate,Male,N,0.0
,9686.0,No,33535.0,Urban,Not Graduate,Male,N,0.0
4674.0,4211.0,Yes,3940.0,Urban,Graduate,Female,Y,0.0
8898.0,661.0,No,22793.0,Rural,Graduate,Female,Y,1.0
12147.0,3374.0,Yes,13262.0,Semiurban,Graduate,Male,Y,1.0
2793.0,9208.0,No,,Rural,Graduate,Male,N,0.0
4116.0,207.0,Yes,7961.0,Rural,Graduate,Male,N,0.0
7779.0,,Yes,27499.0,Urban,Graduate,Female,Y,0.0
14298.0,2493.0,No,32283.0,Rural,Not Graduate,Female,N,0.0
16153.0,6813.0,No,,Urban,Not Graduate,Female,Y,1.0
13111.0,632.0,No,7822.0,Urban,Not Graduate,Male,N,1.0
12789.0,3083.0,Yes,26968.0,Rural,Graduate,Female,N,0.0
13397.0,3719.0,No,20830.0,Semiurban,Not Graduate,Male,N,1.0
14999.0,7123.0,Yes,6738.0,Urban,Graduate,Female,N,0.0
2814.0,1679.0,Yes,4098.0,Semiurban,Graduate,Female,N,1.0
18729.0,236.0,,30888.0,Urban,Not Graduate,Female,N,0.0
12541.0,7446.0,Yes,9097.0,Urban,Graduate,Male,N,0.0
4443.0,4443.0,Yes,14136.0,Urban,Graduate,Female,N,0.0
12457.0,6770.0,No,39244.0,Rural,Graduate,Male,Y,1.0
12380.0,9732.0,Yes,9253.0,Semiurban,Graduate,Female,N,1.0
9783.0,6099.0,No,26208.0,Rural,Not Graduate,Male,N,1.0
13473.0,8555.0,Yes,5887.0,Urban,Graduate,Male,Y,1.0
19368.0,2368.0,Yes,10492.0,Urban,Graduate,Male,N,0.0
17328.0,285.0,Yes,36421.0,Rural,Graduate,Female,N,1.0
2827.0,148.0,No,2454.0,Urban,Not Graduate,Male,N,0.0
9147.0,4037.0,No,18522.0,Urban,Graduate,Female,N,0.0
17343.0,7121.0,No,4192.0,Rural,Not Graduate,Female,N,0.0
15635.0,9958.0,Yes,16775.0,Urban,Graduate,Male,Y,1.0
7959.0,4895.0,Yes,11402.0,Urban,Graduate,Female,Y,1.0
2126.0,5280.0,No,14074.0,Urban,Not Graduate,Male,N,0.0
10795.0,1012.0,Yes,16245.0,Rural,Graduate,Male,N,1.0
13641.0,9715.0,Yes,37527.0,Semiurban,Not Graduate,Male,N,0.0
9196.0,2785.0,Yes,26936.0,Rural,Graduate,Male,Y,1.0
5368.0,4576.0,Yes,16683.0,Urban,Not Graduate,Male,Y,1.0
5797.0,5782.0,Yes,13460.0,Semiurban,Graduate,Male,N,0.0
17114.0,6257.0,Yes,31482.0,Semiurban,Graduate,Male,N,0.0
3792.0,2408.0,Yes,18729.0,Urban,,Male,Y,1.0
13053.0,340.0,Yes,21545.0,Rural,Graduate,Female,N,0.0
5476.0,2817.0,No,29204.0,Semiurban,Graduate,Male,N,0.0
5417.0,2496.0,Yes,10814.0,Rural,Not Graduate,Male,Y,1.0
3645.0,5962.0,Yes,14890.0,Rural,Not Graduate,,N,1.0
16755.0,5299.0,No,2740.0,Urban,Graduate,Male,Y,1.0
5072.0,9917.0,,31121.0,Urban,Graduate,Male,N,1.0
3854.0,7574.0,Yes,12218.0,Urban,Not Graduate,Male,N,0.0
,1689.0,No,,Semiurban,Not Graduate,Female,N,0.0
8514.0,3267.0,Yes,23705.0,Rural,Graduate,Female,Y,1.0
4708.0,4406.0,No,35722.0,Rural,Not Graduate,Female,N,0.0
13694.0,8453.0,No,,Urban,Not Graduate,Female,Y,1.0
11524.0,1442.0,No,31921.0,Semiurban,Graduate,Female,N,0.0
8456.0,8597.0,Yes,34729.0,Semiurban,Not Graduate,Female,N,0.0
6212.0,4437.0,Yes,24211.0,Urban,Graduate,Female,N,0.0
15224.0,5435.0,Yes,31614.0,Semiurban,Graduate,Male,N,0.0
9970.0,8435.0,Yes,18601.0,Urban,Graduate,Male,N,0.0
18920.0,4107.0,Yes,28796.0,Urban,Not Graduate,Male,N,0.0
,560.0,Yes,7007.0,Urban,Not Graduate,Male,N,1.0
12314.0,8785.0,Yes,21514.0,Semiurban,Graduate,Female,N,1.0
9973.0,,Yes,18776.0,Semiurban,Graduate,Male,Y,1.0
10577.0,1826.0,Yes,3076.0,Urban,Graduate,Female,Y,1.0
10070.0,7629.0,Yes,26350.0,Rural,Not Graduate,Male,N,0.0
10666.0,8325.0,No,39964.0,Rural,Not Graduate,Male,N,0.0
5600.0,3138.0,Yes,17292.0,Semiurban,Graduate,,N,0.0
8783.0,7693.0,Yes,32510.0,Urban,Graduate,Male,Y,0.0
15226.0,8264.0,No,29000.0,Rural,Graduate,,N,0.0
6971.0,6721.0,Yes,,,Graduate,Male,N,0.0
15490.0,7002.0,Yes,25855.0,Urban,Not Graduate,Male,Y,1.0
19589.0,4225.0,No,25281.0,Rural,Graduate,Female,Y,1.0
14951.0,2978.0,Yes,5841.0,Urban,Graduate,Male,Y,0.0
14312.0,7373.0,,32668.0,Semiurban,Graduate,Male,N,0.0
3990.0,5907.0,Yes,27918.0,Urban,Graduate,Male,N,1.0
7299.0,6097.0,No,18443.0,Semiurban,Graduate,,Y,1.0
14997.0,5656.0,Yes,33250.0,,,Male,Y,1.0
15472.0,8984.0,,2922.0,Urban,Graduate,Male,N,0.0
,4259.0,No,32976.0,,Not Graduate,Male,N,0.0
6757.0,8286.0,Yes,12991.0,Rural,Graduate,Female,Y,1.0
12395.0,5901.0,No,39869.0,Rural,Not Graduate,Male,Y,1.0
18241.0,9325.0,Yes,23733.0,Urban,Graduate,Male,N,0.0
7588.0,4917.0,No,3473.0,,Graduate,Male,N,1.0
19350.0,8429.0,Yes,9108.0,Rural,Graduate,Male,N,0.0
6944.0,2530.0,No,29715.0,Urban,Not Graduate,Male,N,0.0
15395.0,1960.0,No,33210.0,Rural,Graduate,Female,Y,1.0
19072.0,7045.0,Yes,38317.0,Urban,Graduate,Female,N,0.0
6243.0,1048.0,Yes,34362.0,Rural,Not Graduate,Male,N,1.0
11916.0,5772.0,Yes,5889.0,Rural,,Female,N,0.0
11984.0,,Yes,25021.0,Semiurban,Not Graduate,Male,N,0.0
,2964.0,Yes,9212.0,Rural,Graduate,Female,N,1.0
11181.0,7137.0,,32971.0,Urban,Graduate,Female,Y,1.0
4482.0,963.0,Yes,4201.0,,Graduate,Female,N,1.0
2951.0,536.0,,25346.0,Rural,Not Graduate,Male,N,1.0
4079.0,7340.0,Yes,38958.0,Rural,Graduate,Male,N,1.0
4717.0,7179.0,No,14715.0,Semiurban,,Male,Y,1.0
11692.0,7967.0,Yes,6681.0,Rural,Graduate,Male,N,0.0
9311.0,8734.0,Yes,37446.0,Rural,Graduate,Male,N,0.0
2768.0,845.0,Yes,17720.0,,Not Graduate,Male,N,0.0
7490.0,5777.0,Yes,2667.0,Urban,Graduate,Male,N,1.0
8645.0,5947.0,Yes,9204.0,Urban,Graduate,Male,Y,1.0
7232.0,2494.0,,38890.0,Rural,Graduate,Female,N,1.0
13485.0,2719.0,No,25537.0,Urban,Graduate,Male,Y,1.0
7797.0,1884.0,Yes,,Urban,Graduate,Female,N,0.0
14342.0,4349.0,No,34741.0,Urban,Not Graduate,Male,N,0.0
10038.0,5179.0,No,21654.0,Urban,Not Graduate,,N,0.0
18002.0,6610.0,No,2408.0,Urban,Graduate,Female,N,1.0
15087.0,6430.0,No,19672.0,Rural,Not Graduate,Male,Y,1.0
6873.0,7154.0,Yes,2218.0,Urban,Graduate,Male,N,0.0
3481.0,6488.0,Yes,37145.0,,Graduate,Male,N,0.0
,4737.0,No,,Rural,Graduate,Male,Y,1.0
18438.0,3850.0,Yes,8619.0,Urban,Graduate,Male,N,1.0
9643.0,689.0,,12939.0,Urban,,Female,Y,1.0
17708.0,5175.0,No,19226.0,Urban,Not Graduate,Female,Y,1.0
13271.0,8648.0,No,26322.0,Urban,Graduate,Male,Y,1.0
19216.0,5078.0,No,17878.0,Semiurban,Graduate,Female,Y,1.0
14600.0,5448.0,No,7560.0,Rural,,Male,Y,1.0
12998.0,1179.0,Yes,39278.0,Rural,Graduate,Male,N,1.0
16295.0,9074.0,No,37212.0,Urban,Graduate,Male,N,1.0
,6406.0,Yes,30299.0,Rural,Graduate,Female,N,1.0
10519.0,6907.0,No,24946.0,Rural,Graduate,,N,0.0
5300.0,8800.0,Yes,32740.0,Rural,,Male,N,1.0
8722.0,1638.0,Yes,8253.0,Urban,Not Graduate,,Y,0.0
9218.0,5671.0,Yes,,Urban,Graduate,Female,N,0.0
5054.0,6928.0,No,33813.0,Semiurban,Not Graduate,Male,N,0.0
15575.0,1382.0,Yes,28632.0,Urban,Graduate,Female,N,0.0
9970.0,1403.0,No,3057.0,Urban,Graduate,Male,N,0.0
4143.0,,Yes,34431.0,Urban,Not Graduate,,N,1.0
17149.0,9011.0,No,19413.0,Rural,Graduate,Male,N,0.0
14175.0,419.0,Yes,31225.0,Rural,Graduate,Female,Y,1.0
10356.0,4517.0,Yes,39485.0,Rural,Not Graduate,Male,N,1.0
17070.0,3302.0,Yes,3696.0,Urban,Not Graduate,Male,N,0.0
2822.0,7857.0,No,17101.0,,Not Graduate,Male,N,1.0
19327.0,,No,9831.0,Semiurban,Graduate,Male,N,0.0
16289.0,,No,20047.0,Urban,Not Graduate,Male,N,0.0
8150.0,5693.0,Yes,6004.0,Urban,Graduate,Female,N,0.0
6425.0,,No,23705.0,Semiurban,Not Graduate,Female,N,0.0
18032.0,2044.0,No,22509.0,Urban,Graduate,Male,Y,1.0
4198.0,1549.0,No,38170.0,Urban,Graduate,Male,N,0.0
5452.0,9956.0,No,15662.0,Urban,Graduate,Male,Y,1.0
11106.0,6140.0,Yes,39680.0,Urban,Not Graduate,Female,Y,1.0
15859.0,3716.0,Yes,1394.0,Urban,Not Graduate,Male,N,0.0
19692.0,4481.0,No,37365.0,Urban,,Male,Y,1.0
10705.0,7898.0,No,11524.0,Rural,Graduate,Female,N,1.0
6841.0,2293.0,Yes,27673.0,Semiurban,Graduate,Male,N,0.0
17358.0,4837.0,Yes,18156.0,Urban,,Female,Y,1.0
,7758.0,Yes,2645.0,Semiurban,Not Graduate,Male,N,0.0
6566.0,6793.0,Yes,30049.0,Semiurban,Graduate,Male,Y,0.0
13382.0,7638.0,No,10815.0,Rural,Graduate,Male,Y,1.0
19939.0,7993.0,No,2848.0,Semiurban,Graduate,Male,Y,1.0
16596.0,6007.0,Yes,35329.0,Rural,Graduate,Male,Y,1.0
2804.0,5542.0,Yes,,Semiurban,Graduate,Female,N,1.0
,9092.0,Yes,8311.0,,Not Graduate,Male,N,0.0
3279.0,6356.0,Yes,22563.0,Urban,Graduate,Female,N,0.0
15192.0,8433.0,No,16203.0,Rural,Graduate,Male,N,0.0
9083.0,7380.0,No,10290.0,Urban,Graduate,Male,Y,1.0
13093.0,2385.0,Yes,35818.0,Semiurban,Graduate,,N,0.0
